district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,house_age
Nuwara Eliya,Nuwara Eliya Central,13,5,4,117,2,True,True,Both,Single phase,1,2018,27292120,8
Galle,Hikkaduwa,17,5,4,129,1,True,True,Both,Single phase,2,1997,23946521,29
Matara,Nupe,39,7,5,250,1,False,False,Both,Single phase,2,2002,40329486,24
Kurunegala,Polgahawela,8,3,2,35,0,False,True,Both,Single phase,1,2009,8683120,17
Monaragala,Monaragala Central,16,7,5,94,2,False,True,Both,Single phase,1,2011,13035301,15
Trincomalee,China Bay,2,3,2,35,0,False,True,Well,Single phase,2,2006,3773675,20
Mullaitivu,Mullaitivu Central,4,2,1,35,0,True,True,Both,Single phase,1,1991,3037333,35
Galle,Hikkaduwa,18,6,5,121,2,False,False,Well,Three phase,1,1988,17757369,38
Puttalam,Puttalam Central,28,7,5,250,2,False,True,Pipe-borne,Single phase,2,2018,30748048,8
Monaragala,Monaragala Central,11,4,4,88,0,True,False,Both,Single phase,1,1992,8973164,34
Ampara,Ampara Central,4,2,2,35,2,False,False,Well,Single phase,1,2022,4537775,4
Monaragala,Monaragala Central,11,4,4,134,1,True,False,Well,Single phase,1,1997,11383515,29
Galle,Galle Fort,16,5,4,229,3,True,False,Well,Three phase,2,2007,30899249,19
Nuwara Eliya,Nuwara Eliya Central,6,3,3,69,0,True,True,Both,Three phase,1,2000,10734270,26
Monaragala,Monaragala Central,9,3,2,85,0,True,False,Both,Single phase,1,2010,9330126,16
Hambantota,Hambantota Town,2,2,2,35,3,True,False,Pipe-borne,Three phase,2,2020,5618823,6
Kegalle,Kegalle Central,4,3,2,63,1,False,False,Both,Single phase,1,1987,3310262,39
Kurunegala,Melsiripura,5,3,2,60,3,True,False,Pipe-borne,Single phase,1,1992,6215702,34
Vavuniya,Vavuniya Central,2,3,3,35,1,True,True,Both,Three phase,1,2008,3336838,18
Galle,Unawatuna,12,5,4,126,3,True,False,Pipe-borne,Three phase,1,1998,18659998,28
Matale,Matale Central,12,5,4,157,1,True,True,Well,Single phase,1,1990,15222572,36
Nuwara Eliya,Nuwara Eliya Central,13,3,2,130,2,False,True,Both,Single phase,1,2005,27920900,21
Trincomalee,China Bay,13,5,4,106,2,True,False,Pipe-borne,Three phase,1,1997,12952349,29
Jaffna,Chunnakam,2,1,1,35,2,False,True,Both,Three phase,1,2003,4375649,23
Hambantota,Tangalle,19,7,5,139,1,False,False,Well,Three phase,1,2024,14705386,2
Batticaloa,Eravur,12,4,3,117,0,True,False,Pipe-borne,Three phase,1,2018,12985574,8
Galle,Karapitiya,25,5,4,250,2,True,True,Well,Three phase,3,1986,41948705,40
Puttalam,Puttalam Central,8,1,1,58,3,True,True,Well,Three phase,2,1999,10427185,27
Kilinochchi,Kilinochchi Central,11,4,3,134,2,False,False,Well,Single phase,1,1986,9161472,40
Matara,Weligama,26,6,5,250,2,True,False,Pipe-borne,Single phase,2,1985,29074628,41
Ratnapura,Kuruwita,26,5,5,216,3,True,False,Both,Three phase,2,2005,23965858,21
Colombo,Narahenpita,14,7,5,107,1,True,True,Both,Three phase,1,1987,31392052,39
Kilinochchi,Kilinochchi Central,14,5,5,162,1,False,True,Both,Single phase,1,2012,14350657,14
Kilinochchi,Kilinochchi Central,6,2,2,75,0,True,True,Pipe-borne,Three phase,1,1992,7271668,34
Mannar,Mannar Central,10,3,2,93,2,True,False,Pipe-borne,Single phase,1,1987,7199257,39
Colombo,Wellawatte,14,5,4,124,2,True,True,Pipe-borne,Three phase,2,2003,42383977,23
Hambantota,Ambalantota,18,4,3,207,1,True,False,Both,Three phase,2,1991,21808479,35
Jaffna,Chunnakam,16,6,5,212,2,False,True,Well,Three phase,3,2008,33305736,18
Mannar,Mannar Central,20,5,4,139,1,False,False,Both,Single phase,1,1986,14554485,40
Kilinochchi,Kilinochchi Central,16,5,4,173,3,False,False,Both,Single phase,3,2022,20181988,4
Gampaha,Kadawatha,12,7,5,100,0,False,False,Both,Three phase,2,1990,18260641,36
Trincomalee,Uppuveli,16,5,5,114,1,False,False,Both,Single phase,2,2004,18560103,22
Gampaha,Kadawatha,2,2,1,35,1,True,False,Pipe-borne,Single phase,2,2011,4796001,15
Kandy,Peradeniya,2,2,1,66,1,False,False,Both,Three phase,1,2020,5828686,6
Galle,Karapitiya,17,6,5,180,1,False,True,Pipe-borne,Single phase,2,1997,25101256,29
Gampaha,Gampaha Town,3,2,2,35,1,True,False,Both,Single phase,1,2016,5217469,10
Puttalam,Puttalam Central,4,3,3,49,0,False,False,Well,Single phase,1,1997,4235006,29
Badulla,Badulla Town,2,1,1,38,0,False,False,Both,Single phase,1,2005,3581566,21
Batticaloa,Batticaloa Town,8,3,2,76,1,True,False,Both,Single phase,1,1998,8909704,28
Anuradhapura,Madawachchiya,8,2,1,108,1,True,True,Both,Three phase,1,2025,13283613,1
Nuwara Eliya,Nuwara Eliya Central,10,3,2,100,0,True,True,Well,Single phase,1,2013,20939243,13
Jaffna,Nallur,13,5,5,88,3,True,True,Both,Three phase,2,2011,19169449,15
Polonnaruwa,Polonnaruwa Central,4,2,1,35,2,True,False,Pipe-borne,Single phase,2,2003,5330839,23
Kandy,Kandy City,13,5,4,175,3,True,True,Pipe-borne,Three phase,1,2015,35147432,11
Jaffna,Jaffna Town,17,5,5,140,2,True,True,Both,Three phase,1,2000,21686376,26
Nuwara Eliya,Nuwara Eliya Central,33,6,5,250,3,False,False,Well,Three phase,2,2003,74197042,23
Kegalle,Kegalle Central,17,6,5,181,2,True,False,Both,Three phase,2,2013,18828805,13
Gampaha,Negombo,2,1,1,35,1,True,False,Both,Three phase,2,2009,6022755,17
Jaffna,Chunnakam,4,2,1,63,0,True,True,Well,Three phase,2,2007,5307070,19
Mannar,Mannar Central,4,1,1,59,1,False,False,Pipe-borne,Three phase,2,1999,4117198,27
Ampara,Ampara Central,26,6,5,250,2,False,False,Both,Single phase,2,2002,25157129,24
Matale,Matale Central,2,3,2,57,1,False,True,Pipe-borne,Three phase,2,2007,2832012,19
Monaragala,Monaragala Central,6,3,3,49,1,False,False,Well,Single phase,2,1988,3749668,38
Badulla,Hali Ela,19,6,5,209,2,False,False,Both,Three phase,3,2012,28726155,14
Ampara,Ampara Central,18,5,4,105,2,True,False,Both,Single phase,1,1987,12030638,39
Puttalam,Puttalam Central,10,5,4,104,1,True,False,Both,Three phase,2,2023,12990765,3
Kalutara,Wadduwa,3,1,1,35,0,True,True,Both,Three phase,1,2022,5759463,4
Gampaha,Wattala,38,6,5,250,1,True,True,Both,Single phase,2,2004,62908884,22
Polonnaruwa,Polonnaruwa Central,8,3,2,106,0,False,False,Well,Single phase,2,2012,10324712,14
Matara,Akurugoda,9,3,3,106,0,True,True,Well,Three phase,1,1988,14556702,38
Galle,Karapitiya,12,4,4,94,0,False,False,Pipe-borne,Single phase,2,2017,16599137,9
Kilinochchi,Kilinochchi Central,6,4,3,80,1,True,False,Well,Three phase,1,2007,6092293,19
Matara,Nupe,16,7,5,122,1,True,False,Well,Single phase,2,2003,19525192,23
Jaffna,Kokuvil,3,2,2,35,1,False,True,Well,Single phase,1,2025,5616238,1
Trincomalee,China Bay,7,4,4,111,2,False,True,Pipe-borne,Three phase,2,1989,11542857,37
Monaragala,Monaragala Central,17,5,5,212,3,False,True,Both,Three phase,3,2017,21985721,9
Badulla,Hali Ela,9,4,3,52,0,False,False,Pipe-borne,Single phase,1,1994,7620628,32
Vavuniya,Vavuniya Central,10,3,3,90,1,True,False,Both,Single phase,1,2012,11363795,14
Matara,Matara Town,5,2,2,48,0,True,False,Pipe-borne,Three phase,1,2006,7760880,20
Kegalle,Kegalle Central,6,1,1,69,1,False,False,Both,Single phase,1,2010,6996913,16
Kandy,Peradeniya,27,7,5,188,1,True,True,Well,Single phase,3,1991,50316019,35
Hambantota,Tangalle,13,3,2,147,1,True,True,Pipe-borne,Three phase,2,2001,13960383,25
Puttalam,Puttalam Central,20,5,4,163,1,True,False,Both,Single phase,1,2013,19176215,13
Puttalam,Puttalam Central,2,2,1,79,2,True,True,Both,Three phase,2,1999,3875525,27
Kalutara,Beruwala,20,6,5,159,1,True,False,Pipe-borne,Three phase,1,1997,26014557,29
Vavuniya,Vavuniya Central,2,4,3,35,1,True,False,Well,Three phase,2,1989,3552787,37
Anuradhapura,Madawachchiya,10,4,3,84,1,True,False,Both,Single phase,1,2021,13392252,5
Jaffna,Chunnakam,2,3,2,40,1,True,True,Well,Single phase,2,2020,6064331,6
Colombo,Bambalapitiya,17,7,5,216,3,False,False,Pipe-borne,Single phase,3,2001,50632183,25
Kurunegala,Melsiripura,5,2,2,42,1,False,False,Well,Single phase,1,1997,6116607,29
Ampara,Ampara Central,4,1,1,35,0,False,True,Pipe-borne,Three phase,2,2002,3868670,24
Kegalle,Kegalle Central,11,5,4,103,2,False,True,Pipe-borne,Three phase,2,2012,17346868,14
Kilinochchi,Kilinochchi Central,3,1,1,35,2,False,False,Pipe-borne,Three phase,1,2003,2823672,23
Trincomalee,Uppuveli,5,4,3,35,0,True,False,Pipe-borne,Single phase,2,1997,5666714,29
Puttalam,Puttalam Central,4,1,1,75,0,False,True,Pipe-borne,Three phase,2,2001,5284718,25
Colombo,Kollupitiya,15,5,5,164,2,True,True,Well,Three phase,2,2017,50133825,9
Galle,Unawatuna,5,2,1,54,0,True,True,Pipe-borne,Three phase,1,2013,6977633,13
Mannar,Mannar Central,9,4,3,117,1,True,False,Well,Three phase,1,2010,10023538,16
Mullaitivu,Mullaitivu Central,21,5,4,250,3,True,True,Pipe-borne,Three phase,3,2018,25252807,8
Matara,Akurugoda,9,3,3,127,2,False,True,Both,Single phase,2,2024,19521933,2
Kegalle,Kegalle Central,15,4,4,168,1,False,False,Both,Single phase,1,1990,18090921,36
Ampara,Ampara Central,6,3,3,67,0,False,True,Both,Single phase,1,1990,7572184,36
Gampaha,Negombo,17,7,5,149,1,False,False,Well,Single phase,1,2009,25838131,17
Ampara,Ampara Central,8,4,3,75,1,False,True,Pipe-borne,Single phase,1,2011,8233128,15
Monaragala,Monaragala Central,7,5,4,105,0,False,True,Both,Single phase,2,2000,9194484,26
Polonnaruwa,Polonnaruwa Central,9,4,3,116,1,True,True,Pipe-borne,Three phase,1,1994,9549768,32
Kandy,Kandy City,13,4,4,110,1,False,False,Both,Single phase,1,1996,20408962,30
Trincomalee,Nilaveli,11,4,4,102,1,True,False,Pipe-borne,Three phase,1,2014,9856699,12
Mullaitivu,Mullaitivu Central,3,2,1,50,1,True,False,Both,Single phase,2,1995,3239435,31
Anuradhapura,Nuwaragam Palatha,2,1,1,36,3,True,False,Pipe-borne,Three phase,1,2020,5310386,6
Nuwara Eliya,Nuwara Eliya Central,14,6,5,119,2,False,False,Pipe-borne,Three phase,1,2025,23532306,1
Puttalam,Puttalam Central,24,6,5,250,2,True,False,Pipe-borne,Single phase,2,2020,37683717,6
Puttalam,Puttalam Central,13,6,5,179,1,True,True,Well,Three phase,2,2017,16437550,9
Monaragala,Monaragala Central,7,3,3,96,1,True,True,Both,Three phase,1,2003,6831638,23
Puttalam,Puttalam Central,9,4,4,103,0,True,False,Both,Three phase,2,2019,11760151,7
Kandy,Gatambe,16,7,5,136,2,False,True,Both,Three phase,1,2002,29378223,24
Galle,Galle Fort,13,4,4,169,2,True,False,Pipe-borne,Three phase,3,2017,27711892,9
Vavuniya,Vavuniya Central,20,5,4,250,2,False,False,Well,Three phase,2,2014,27642212,12
Jaffna,Kokuvil,18,6,5,170,1,True,True,Well,Single phase,2,1987,25077849,39
Ampara,Ampara Central,43,5,4,250,2,True,True,Pipe-borne,Single phase,3,1998,48504208,28
Matale,Matale Central,25,5,5,250,1,True,True,Well,Three phase,2,2018,37536384,8
Kurunegala,Melsiripura,12,4,3,46,1,True,True,Pipe-borne,Single phase,1,2003,13265736,23
Anuradhapura,Nuwaragam Palatha,7,2,2,62,0,True,True,Well,Single phase,1,2004,6970437,22
Matale,Matale Central,11,5,4,98,0,False,True,Pipe-borne,Three phase,1,2022,13090379,4
Galle,Hikkaduwa,5,3,3,35,0,True,True,Pipe-borne,Single phase,2,1998,7282477,28
Batticaloa,Batticaloa Town,22,7,5,246,2,False,False,Well,Three phase,2,1989,29551588,37
Kilinochchi,Kilinochchi Central,18,6,5,164,1,True,True,Well,Single phase,2,1989,19020360,37
Kandy,Katugastota,2,3,2,44,0,True,True,Pipe-borne,Single phase,2,2007,5851947,19
Colombo,Nugegoda,8,4,3,38,0,True,True,Both,Single phase,2,2018,18577009,8
Galle,Hikkaduwa,12,4,3,109,0,True,True,Well,Single phase,1,1988,19067155,38
Kilinochchi,Kilinochchi Central,14,6,5,138,3,False,False,Both,Three phase,1,2025,14632993,1
Ratnapura,Kuruwita,28,7,5,250,2,True,False,Pipe-borne,Single phase,3,2013,34209413,13
Kegalle,Kegalle Central,10,4,4,111,0,True,False,Well,Single phase,1,2007,10274585,19
Vavuniya,Vavuniya Central,20,5,5,174,3,False,False,Well,Three phase,3,1998,21966903,28
Nuwara Eliya,Nuwara Eliya Central,4,2,1,35,1,False,False,Both,Single phase,2,2019,9622444,7
Hambantota,Ambalantota,25,6,5,247,1,True,False,Well,Single phase,3,2023,27400099,3
Jaffna,Kokuvil,15,6,5,192,3,True,True,Well,Three phase,2,1989,28313039,37
Mannar,Mannar Central,8,4,4,65,1,True,True,Pipe-borne,Three phase,2,2013,7588120,13
Polonnaruwa,Polonnaruwa Central,7,4,4,51,0,True,False,Well,Single phase,1,2021,8391727,5
Kandy,Gatambe,20,5,4,250,1,False,True,Both,Single phase,3,1987,44411428,39
Colombo,Nugegoda,16,6,5,148,3,False,False,Well,Three phase,1,2001,46231354,25
Ampara,Ampara Central,15,6,5,155,1,False,False,Both,Single phase,1,2000,13264197,26
Kegalle,Kegalle Central,16,7,5,139,1,False,False,Well,Single phase,2,2011,14688469,15
Galle,Karapitiya,8,2,1,70,1,True,False,Both,Single phase,1,1996,13038867,30
Puttalam,Puttalam Central,5,3,2,35,0,True,True,Pipe-borne,Three phase,1,2017,4960526,9
Monaragala,Monaragala Central,42,7,5,250,2,True,True,Pipe-borne,Three phase,3,2005,41138538,21
Vavuniya,Vavuniya Central,7,4,3,65,1,True,True,Well,Three phase,1,2013,6707995,13
Kandy,Peradeniya,7,2,1,80,1,True,False,Both,Single phase,2,1985,13425393,41
Matara,Akurugoda,7,2,2,73,1,False,False,Both,Three phase,1,2008,9332522,18
Hambantota,Hambantota Town,13,3,3,149,1,False,False,Pipe-borne,Three phase,1,1987,12802599,39
Mannar,Mannar Central,4,2,2,50,0,False,False,Well,Single phase,1,2019,4394182,7
Nuwara Eliya,Nuwara Eliya Central,23,6,5,177,2,False,True,Well,Single phase,2,2008,49037651,18
Kalutara,Beruwala,9,2,1,61,1,False,False,Pipe-borne,Single phase,1,2009,12698715,17
Badulla,Hali Ela,17,7,5,239,3,True,False,Both,Three phase,3,2013,28931656,13
Anuradhapura,Madawachchiya,4,4,3,35,2,True,False,Both,Single phase,2,2018,4788733,8
Kalutara,Panadura,5,1,1,62,0,True,True,Both,Single phase,1,1996,9022235,30
Kegalle,Kegalle Central,16,5,4,99,3,True,True,Both,Single phase,1,2014,17973636,12
Gampaha,Wattala,28,5,4,250,3,True,True,Pipe-borne,Three phase,2,1992,54145898,34
Gampaha,Gampaha Town,3,2,1,35,0,False,False,Both,Single phase,2,2016,6400920,10
Kegalle,Kegalle Central,17,5,5,181,1,True,False,Both,Single phase,2,1995,21763758,31
Gampaha,Negombo,2,2,1,35,0,True,True,Well,Single phase,2,1990,4860754,36
Kegalle,Kegalle Central,16,7,5,212,3,True,True,Well,Three phase,2,2007,21437785,19
Polonnaruwa,Polonnaruwa Central,2,2,2,43,1,True,False,Pipe-borne,Three phase,1,2020,3026464,6
Kurunegala,Polgahawela,20,5,4,250,2,True,False,Well,Single phase,3,1986,27127649,40
Kurunegala,Pannala,13,5,4,81,1,True,False,Both,Single phase,1,2023,14038630,3
Batticaloa,Batticaloa Town,17,6,5,137,3,True,False,Well,Single phase,1,2012,16870740,14
Anuradhapura,New Town,7,3,2,60,0,False,False,Well,Single phase,2,1995,8460913,31
Hambantota,Ambalantota,8,3,2,81,1,False,False,Well,Three phase,1,1997,7300594,29
Anuradhapura,Madawachchiya,4,3,2,35,0,False,True,Pipe-borne,Three phase,2,2002,3984122,24
Vavuniya,Vavuniya Central,20,6,5,202,1,True,True,Both,Three phase,2,2008,24166372,18
Nuwara Eliya,Nuwara Eliya Central,18,6,5,140,1,True,False,Well,Single phase,1,2003,37965672,23
Polonnaruwa,Polonnaruwa Central,7,4,3,56,1,True,True,Well,Three phase,2,2017,9765500,9
Hambantota,Ambalantota,17,7,5,100,1,True,True,Well,Single phase,2,1994,16501555,32
Gampaha,Gampaha Town,7,3,2,49,2,False,False,Both,Three phase,1,1987,10053635,39
Badulla,Badulla Town,33,7,5,250,2,True,True,Well,Single phase,2,1999,47586213,27
Polonnaruwa,Polonnaruwa Central,16,5,4,141,2,True,False,Both,Three phase,1,1987,14869953,39
Batticaloa,Batticaloa Town,4,5,5,73,0,True,False,Both,Three phase,1,1985,3188101,41
Mannar,Mannar Central,18,5,4,185,2,True,True,Both,Three phase,3,2025,24247008,1
Kilinochchi,Kilinochchi Central,13,4,3,133,2,False,True,Well,Single phase,1,1998,11367811,28
Mannar,Mannar Central,2,2,1,46,2,False,True,Both,Single phase,1,2002,3950435,24
Matale,Matale Central,10,4,4,138,1,False,True,Pipe-borne,Single phase,1,2025,13351816,1
Galle,Galle Fort,3,1,1,38,2,True,True,Both,Single phase,1,1998,6097834,28
Vavuniya,Vavuniya Central,12,4,3,126,1,True,False,Well,Single phase,1,2023,12861959,3
Ratnapura,Pelmadulla,8,4,3,58,0,True,False,Pipe-borne,Three phase,1,2019,8089965,7
Polonnaruwa,Polonnaruwa Central,18,5,5,146,1,False,False,Both,Single phase,1,2002,15389153,24
Batticaloa,Kallady,27,7,5,183,1,True,True,Well,Three phase,2,2005,28530935,21
Batticaloa,Batticaloa Town,11,7,5,134,1,False,False,Well,Single phase,2,2000,12821494,26
Badulla,Bandarawela,16,6,5,156,1,True,False,Well,Single phase,3,2001,23003265,25
Vavuniya,Vavuniya Central,6,1,1,46,1,False,False,Both,Three phase,2,1994,4551995,32
Galle,Galle Fort,24,7,5,230,3,False,True,Well,Single phase,3,2007,35403119,19
Nuwara Eliya,Nuwara Eliya Central,8,3,2,95,0,True,True,Both,Single phase,1,2007,18762984,19
Kilinochchi,Kilinochchi Central,15,4,3,196,3,False,True,Both,Three phase,3,2008,16961070,18
Polonnaruwa,Polonnaruwa Central,14,5,5,194,2,False,True,Pipe-borne,Single phase,1,1985,16559243,41
Trincomalee,Uppuveli,3,3,3,63,2,True,False,Both,Single phase,2,2002,5659389,24
Mullaitivu,Mullaitivu Central,15,5,4,123,3,False,False,Both,Three phase,1,2005,10372047,21
Kegalle,Kegalle Central,4,2,2,35,1,True,False,Pipe-borne,Three phase,1,2022,5539212,4
Badulla,Bandarawela,3,3,3,52,2,True,True,Well,Three phase,1,1999,5209127,27
Trincomalee,Uppuveli,6,2,2,66,3,False,False,Pipe-borne,Three phase,2,2011,9625627,15
Mullaitivu,Mullaitivu Central,2,4,4,66,0,True,True,Pipe-borne,Three phase,1,2022,2379368,4
Galle,Galle Fort,9,4,3,104,0,True,True,Pipe-borne,Three phase,1,1999,13652790,27
Galle,Hikkaduwa,3,3,2,38,1,False,True,Pipe-borne,Three phase,2,1995,4885574,31
Kilinochchi,Kilinochchi Central,14,6,5,91,3,False,False,Both,Single phase,2,2024,13742952,2
Kalutara,Wadduwa,12,5,4,115,0,True,True,Well,Single phase,2,2013,20084617,13
Gampaha,Ragama,3,1,1,35,1,True,False,Well,Single phase,2,2018,5591926,8
Puttalam,Puttalam Central,2,3,3,46,2,True,True,Both,Single phase,2,2005,4640253,21
Nuwara Eliya,Nuwara Eliya Central,12,7,5,153,1,False,True,Well,Three phase,1,2022,26925910,4
Ampara,Ampara Central,8,4,3,104,0,True,False,Both,Three phase,2,1987,9589973,39
Badulla,Bandarawela,7,3,2,61,0,True,False,Well,Single phase,1,1996,7124726,30
Nuwara Eliya,Nuwara Eliya Central,22,7,5,250,1,True,True,Pipe-borne,Three phase,3,2022,68308385,4
Badulla,Badulla Town,2,1,1,54,1,True,False,Both,Three phase,1,2002,3281386,24
Matara,Akurugoda,6,2,2,100,0,True,True,Pipe-borne,Three phase,1,1998,10554724,28
Mannar,Mannar Central,9,3,2,72,2,True,True,Both,Single phase,1,1993,9333513,33
Kalutara,Kalutara North,3,2,1,43,2,True,False,Well,Single phase,1,2023,5503765,3
Nuwara Eliya,Nuwara Eliya Central,8,4,4,106,2,True,False,Both,Single phase,1,2000,17206322,26
Ratnapura,Kuruwita,7,3,3,44,1,True,True,Both,Single phase,1,2002,8718521,24
Gampaha,Wattala,3,2,1,35,0,False,False,Pipe-borne,Three phase,1,1999,4760532,27
Jaffna,Nallur,3,1,1,35,0,False,False,Well,Three phase,2,2023,4857491,3
Nuwara Eliya,Nuwara Eliya Central,15,6,5,154,1,False,False,Both,Three phase,1,1994,27658119,32
Kegalle,Kegalle Central,7,2,1,44,2,False,False,Pipe-borne,Three phase,1,2012,6669454,14
Matara,Weligama,8,3,2,83,0,False,False,Both,Three phase,2,2018,10559355,8
Kilinochchi,Kilinochchi Central,9,2,1,99,0,False,True,Both,Three phase,2,2005,8136855,21
Colombo,Kollupitiya,22,7,5,245,3,True,True,Well,Three phase,3,2021,74564560,5
Batticaloa,Kallady,26,5,5,250,3,False,False,Both,Three phase,3,2004,33360877,22
Puttalam,Puttalam Central,18,6,5,143,1,True,True,Both,Single phase,1,2023,17939438,3
Kurunegala,Polgahawela,23,7,5,172,1,False,True,Both,Single phase,1,1998,23913273,28
Colombo,Bambalapitiya,12,4,4,170,0,False,False,Pipe-borne,Single phase,2,2005,38965435,21
Mannar,Mannar Central,2,2,1,35,0,False,False,Both,Single phase,1,1996,2399768,30
Kilinochchi,Kilinochchi Central,2,3,2,35,0,False,True,Both,Three phase,1,1985,3369289,41
Hambantota,Hambantota Town,4,3,3,35,0,False,True,Well,Three phase,1,1999,4113457,27
Batticaloa,Batticaloa Town,4,2,2,45,1,True,True,Pipe-borne,Single phase,2,1998,5283922,28
Gampaha,Gampaha Town,18,6,5,174,1,True,True,Both,Three phase,2,2001,36822704,25
Nuwara Eliya,Nuwara Eliya Central,20,7,5,237,3,False,False,Well,Three phase,2,1994,49552139,32
Anuradhapura,New Town,7,1,1,42,0,False,False,Pipe-borne,Three phase,2,2010,5519916,16
Kurunegala,Kurunegala Town,12,5,5,164,2,True,False,Pipe-borne,Three phase,2,2016,17067104,10
Kandy,Kandy City,7,2,1,41,2,True,False,Well,Three phase,1,1997,12126433,29
Nuwara Eliya,Nuwara Eliya Central,10,6,5,144,0,True,True,Pipe-borne,Three phase,1,1985,20930896,41
Gampaha,Ragama,8,3,3,54,2,True,False,Pipe-borne,Three phase,1,2010,13011996,16
Hambantota,Hambantota Town,8,3,2,61,0,False,True,Both,Three phase,1,2015,7479305,11
Puttalam,Puttalam Central,11,4,3,148,0,False,False,Well,Three phase,2,1992,11448837,34
Vavuniya,Vavuniya Central,2,1,1,39,1,True,False,Well,Single phase,2,2017,4403049,9
Polonnaruwa,Polonnaruwa Central,6,1,1,82,2,False,False,Pipe-borne,Three phase,2,1999,5970679,27
Colombo,Wellawatte,3,2,2,40,1,True,True,Pipe-borne,Single phase,1,2017,9867886,9
Colombo,Wellawatte,7,5,5,60,1,True,False,Both,Single phase,1,1988,13265619,38
Kandy,Kandy City,6,2,1,93,0,True,True,Both,Single phase,2,1996,14401037,30
Jaffna,Kokuvil,16,6,5,226,1,False,True,Pipe-borne,Three phase,2,2012,33173711,14
Hambantota,Hambantota Town,7,3,2,37,2,False,False,Well,Three phase,1,2012,8541246,14
Mullaitivu,Mullaitivu Central,11,4,4,175,0,True,False,Pipe-borne,Three phase,2,2016,11931425,10
Galle,Unawatuna,9,2,1,114,1,True,True,Pipe-borne,Single phase,1,2017,19248172,9
Kalutara,Panadura,7,5,4,56,1,True,True,Pipe-borne,Three phase,1,1990,10394183,36
Mannar,Mannar Central,12,3,2,166,3,False,True,Pipe-borne,Single phase,1,2019,16390707,7
Trincomalee,Nilaveli,4,1,1,44,1,True,False,Both,Single phase,1,1988,7035625,38
